"Time (s)","Latitude (째)","Longitude (째)","Height (m)","Velocity (m/s)","Direction (째)","Horizontal Accuracy (m)","Vertical Accuracy (째)"
1.682178149E2,4.546496000E1,-7.359005600E1,-1.500000000E0,2.165811111E1,2.697760620E2,1.000000000E1,1.900000000E1
1.692192810E2,4.546495900E1,-7.359032600E1,-1.200000000E0,2.109222222E1,2.697760620E2,5.000000000E0,9.500000000E0
1.702092040E2,4.546496000E1,-7.359059600E1,-1.400000000E0,2.083500000E1,2.698903809E2,5.000000000E0,9.500000000E0
1.712144920E2,4.546496000E1,-7.359085900E1,-8.000000000E-1,2.052633333E1,2.698903809E2,5.000000000E0,9.500000000E0
1.722075490E2,4.546496000E1,-7.359112500E1,-1.100000000E0,2.052633333E1,2.698903809E2,5.000000000E0,9.500000000E0
1.732124059E2,4.546496100E1,-7.359138900E1,-1.500000000E0,2.052633333E1,2.698932495E2,5.000000000E0,9.500000000E0
1.741964860E2,4.546496100E1,-7.359165600E1,-3.000000000E-1,2.083500000E1,2.698932495E2,5.000000000E0,9.500000000E0
1.751883509E2,4.546496200E1,-7.359192400E1,-6.000000000E-1,2.083500000E1,2.700000000E2,5.000000000E0,9.500000000E0
1.761790940E2,4.546496300E1,-7.359219600E1,-2.000000000E-1,2.140088889E1,2.716627502E2,5.000000000E0,9.500000000E0
1.771867610E2,4.546496400E1,-7.359246200E1,-1.000000000E-1,2.052633333E1,2.706380005E2,5.000000000E0,9.500000000E0
1.781709930E2,4.546496900E1,-7.359272600E1,1.000000000E-1,2.052633333E1,2.729156189E2,5.000000000E0,9.500000000E0
1.791705619E2,4.546497900E1,-7.359298300E1,1.000000000E-1,2.052633333E1,2.744183655E2,5.000000000E0,9.500000000E0
1.802695310E2,4.546499900E1,-7.359326200E1,-3.000000000E-1,2.001188889E1,2.758451538E2,1.000000000E1,1.900000000E1
1.812739990E2,4.546502400E1,-7.359350500E1,-1.000000000E-1,1.913733333E1,2.758451538E2,1.000000000E1,1.900000000E1
1.822438790E2,4.546505600E1,-7.359374000E1,3.000000000E-1,1.862288889E1,2.817000000E2,1.000000000E1,1.900000000E1
1.832510240E2,4.546509200E1,-7.359396600E1,1.200000000E0,1.831422222E1,2.837000000E2,1.000000000E1,1.900000000E1
1.842415860E2,4.546513500E1,-7.359419100E1,4.000000000E-1,1.805700000E1,2.859000000E2,1.000000000E1,1.900000000E1
1.852441690E2,4.546518300E1,-7.359440800E1,9.000000000E-1,1.774833333E1,2.880000000E2,3.000000000E1,5.700000000E1
1.862319310E2,4.546523500E1,-7.359462100E1,9.000000000E-1,1.749111111E1,2.900000000E2,3.000000000E1,5.700000000E1
1.872392230E2,4.546529100E1,-7.359482700E1,1.300000000E0,1.723388889E1,2.917000000E2,3.000000000E1,5.700000000E1
1.882109300E2,4.546535200E1,-7.359503400E1,1.600000000E0,1.723388889E1,2.935000000E2,3.000000000E1,5.700000000E1
1.892272600E2,4.546541600E1,-7.359523500E1,2.100000000E0,1.723388889E1,2.950000000E2,3.000000000E1,5.700000000E1
1.902210749E2,4.546548800E1,-7.359544300E1,1.400000000E0,1.805700000E1,2.962000000E2,3.000000000E1,5.700000000E1
1.912180600E2,4.546556500E1,-7.359565500E1,1.500000000E0,1.862288889E1,2.983000000E2,3.000000000E1,5.700000000E1
1.922129869E2,4.546565400E1,-7.359587200E1,1.600000000E0,1.944600000E1,3.011000000E2,3.000000000E1,5.700000000E1
1.932107110E2,4.546575200E1,-7.359608900E1,1.800000000E0,2.001188889E1,3.035000000E2,3.000000000E1,5.700000000E1
1.942004850E2,4.546586100E1,-7.359630600E1,2.300000000E0,2.083500000E1,3.065000000E2,3.000000000E1,5.700000000E1
1.952008209E2,4.546598000E1,-7.359652000E1,2.100000000E0,2.109222222E1,3.090000000E2,3.000000000E1,5.700000000E1
1.961833400E2,4.546611000E1,-7.359673600E1,2.600000000E0,2.222400000E1,3.114000000E2,3.000000000E1,5.700000000E1
1.971863060E2,4.546624700E1,-7.359694400E1,2.700000000E0,2.222400000E1,3.138000000E2,3.000000000E1,5.700000000E1
1.981836410E2,4.546639100E1,-7.359715100E1,3.100000000E0,2.278988889E1,3.155000000E2,3.000000000E1,5.700000000E1
1.991725379E2,4.546654000E1,-7.359735300E1,3.100000000E0,2.278988889E1,3.155000000E2,3.000000000E1,5.700000000E1
2.002694199E2,4.546670500E1,-7.359757200E1,3.200000000E0,2.278988889E1,3.173000000E2,3.000000000E1,5.700000000E1
2.012680570E2,4.546685800E1,-7.359777000E1,3.800000000E0,2.304711111E1,3.176000000E2,3.000000000E1,5.700000000E1
2.022513599E2,4.546701200E1,-7.359797000E1,4.300000000E0,2.304711111E1,3.177000000E2,3.000000000E1,5.700000000E1
2.032695670E2,4.546716500E1,-7.359816800E1,3.900000000E0,2.278988889E1,3.173000000E2,3.000000000E1,5.700000000E1
2.042462929E2,4.546731900E1,-7.359837100E1,3.600000000E0,2.330433333E1,3.171000000E2,3.000000000E1,5.700000000E1
2.052454369E2,4.546747300E1,-7.359857100E1,4.900000000E0,2.330433333E1,3.179000000E2,3.000000000E1,5.700000000E1
2.062321260E2,4.546763100E1,-7.359877200E1,5.400000000E0,2.330433333E1,3.180000000E2,3.000000000E1,5.700000000E1
2.072367870E2,4.546778800E1,-7.359897300E1,6.200000000E0,2.330433333E1,3.180000000E2,3.000000000E1,5.700000000E1
2.082327299E2,4.546794300E1,-7.359917100E1,7.200000000E0,2.330433333E1,3.182000000E2,3.000000000E1,5.700000000E1
2.092299550E2,4.546809900E1,-7.359936900E1,8.300000000E0,2.304711111E1,3.183000000E2,3.000000000E1,5.700000000E1
2.102165480E2,4.546825000E1,-7.359956200E1,8.600000000E0,2.278988889E1,3.179000000E2,1.000000000E1,1.900000000E1
2.112164949E2,4.546839700E1,-7.359975000E1,9.000000000E0,2.222400000E1,3.178000000E2,1.000000000E1,1.900000000E1
2.122042980E2,4.546853800E1,-7.359993200E1,9.200000000E0,2.109222222E1,3.170270996E2,1.000000000E1,1.900000000E1
2.132102430E2,4.546867500E1,-7.360011100E1,9.900000000E0,2.052633333E1,3.176324768E2,1.000000000E1,1.900000000E1
2.142083679E2,4.546881100E1,-7.360029300E1,1.020000000E1,2.083500000E1,3.166299133E2,1.000000000E1,1.900000000E1
2.152012299E2,4.546894800E1,-7.360048100E1,1.060000000E1,2.109222222E1,3.161787720E2,5.000000000E0,9.500000000E0
2.161602230E2,4.546907700E1,-7.360066700E1,1.070000000E1,2.052633333E1,3.134824524E2,5.000000000E0,9.500000000E0
2.171811780E2,4.546920100E1,-7.360085200E1,1.080000000E1,2.001188889E1,3.126909790E2,5.000000000E0,9.500000000E0
2.181758059E2,4.546931900E1,-7.360103900E1,1.040000000E1,1.970322222E1,3.116937866E2,5.000000000E0,9.500000000E0
2.191741550E2,4.546943100E1,-7.360122500E1,1.040000000E1,1.970322222E1,3.116937866E2,5.000000000E0,9.500000000E0
2.202717030E2,4.546954900E1,-7.360142800E1,1.090000000E1,1.862288889E1,3.085674744E2,1.000000000E1,1.900000000E1
2.212659260E2,4.546965600E1,-7.360161700E1,1.160000000E1,1.888011111E1,3.066418457E2,1.000000000E1,1.900000000E1
2.222445790E2,4.546975800E1,-7.360180700E1,1.190000000E1,1.888011111E1,3.065350342E2,1.000000000E1,1.900000000E1
2.232651809E2,4.546985700E1,-7.360200100E1,1.140000000E1,1.862288889E1,3.059372253E2,1.000000000E1,1.900000000E1
2.242392839E2,4.546995100E1,-7.360219300E1,1.070000000E1,1.831422222E1,3.042225647E2,1.000000000E1,1.900000000E1
2.252524379E2,4.547004300E1,-7.360238800E1,1.040000000E1,1.831422222E1,3.033144531E2,3.000000000E1,5.700000000E1
2.262335150E2,4.547013300E1,-7.360258800E1,1.060000000E1,1.831422222E1,3.022491150E2,3.000000000E1,5.700000000E1
2.272211770E2,4.547022500E1,-7.360279700E1,1.060000000E1,1.913733333E1,3.014075623E2,3.000000000E1,5.700000000E1
2.282297870E2,4.547031300E1,-7.360301300E1,9.800000000E0,1.913733333E1,2.998489685E2,3.000000000E1,5.700000000E1
2.292259250E2,4.547039700E1,-7.360322800E1,9.600000000E0,1.913733333E1,2.985306702E2,3.000000000E1,5.700000000E1
2.302165869E2,4.547047800E1,-7.360344500E1,9.500000000E0,1.913733333E1,2.971992493E2,3.000000000E1,5.700000000E1
2.312150769E2,4.547055400E1,-7.360365600E1,9.100000000E0,1.862288889E1,2.953982239E2,3.000000000E1,5.700000000E1
2.322123079E2,4.547062500E1,-7.360385500E1,9.500000000E0,1.749111111E1,2.990620117E2,3.000000000E1,5.700000000E1
2.332119770E2,4.547069700E1,-7.360404800E1,9.500000000E0,1.692522222E1,2.990620117E2,3.000000000E1,5.700000000E1
2.341782399E2,4.547077000E1,-7.360423900E1,9.800000000E0,1.692522222E1,2.972103577E2,3.000000000E1,5.700000000E1
2.352099880E2,4.547084400E1,-7.360443100E1,1.010000000E1,1.692522222E1,2.972103577E2,3.000000000E1,5.700000000E1
2.361927730E2,4.547091400E1,-7.360461500E1,1.000000000E1,1.635933333E1,2.972103577E2,1.000000000E1,1.900000000E1
2.371948479E2,4.547098300E1,-7.360480300E1,1.030000000E1,1.635933333E1,2.972103577E2,3.000000000E1,5.700000000E1
2.381901690E2,4.547105100E1,-7.360499300E1,1.000000000E1,1.666800000E1,2.974019470E2,1.000000000E1,1.900000000E1
2.391850699E2,4.547111700E1,-7.360518800E1,9.900000000E0,1.692522222E1,2.974019470E2,3.000000000E1,5.700000000E1
2.402779989E2,4.547119100E1,-7.360540600E1,9.600000000E0,1.692522222E1,2.959613953E2,1.000000000E1,1.900000000E1
2.412742139E2,4.547125800E1,-7.360560800E1,9.200000000E0,1.749111111E1,2.959613953E2,1.000000000E1,1.900000000E1
2.422558860E2,4.547132400E1,-7.360580100E1,9.700000000E0,1.666800000E1,2.960997009E2,1.000000000E1,1.900000000E1
2.432529969E2,4.547139400E1,-7.360599300E1,1.020000000E1,1.666800000E1,2.975548401E2,1.000000000E1,1.900000000E1
2.442235819E2,4.547147300E1,-7.360618900E1,1.070000000E1,1.749111111E1,2.975548401E2,1.000000000E1,1.900000000E1
2.452677239E2,4.547156100E1,-7.360638900E1,1.140000000E1,1.831422222E1,2.988629150E2,1.000000000E1,1.900000000E1
2.462413939E2,4.547165200E1,-7.360658700E1,1.110000000E1,1.831422222E1,3.017631836E2,1.000000000E1,1.900000000E1
2.472420269E2,4.547174500E1,-7.360679000E1,1.120000000E1,1.888011111E1,3.017631836E2,1.000000000E1,1.900000000E1
2.482374960E2,4.547183900E1,-7.360699300E1,1.170000000E1,1.888011111E1,3.032000000E2,1.000000000E1,1.900000000E1
2.492402760E2,4.547193500E1,-7.360720100E1,1.130000000E1,1.944600000E1,3.033000000E2,1.000000000E1,1.900000000E1
2.502207350E2,4.547203000E1,-7.360740600E1,1.060000000E1,1.913733333E1,3.031000000E2,1.000000000E1,1.900000000E1
2.512140670E2,4.547212600E1,-7.360761500E1,1.060000000E1,1.944600000E1,3.031000000E2,1.000000000E1,1.900000000E1
2.522121919E2,4.547222300E1,-7.360782700E1,1.110000000E1,2.001188889E1,3.029000000E2,3.000000000E1,5.700000000E1
2.532096419E2,4.547232000E1,-7.360804000E1,1.180000000E1,1.970322222E1,3.031000000E2,3.000000000E1,5.700000000E1
2.542055370E2,4.547241500E1,-7.360824600E1,1.310000000E1,1.913733333E1,3.030000000E2,3.000000000E1,5.700000000E1
2.552094740E2,4.547250800E1,-7.360844900E1,1.350000000E1,1.888011111E1,3.030000000E2,3.000000000E1,5.700000000E1
2.561856610E2,4.547260000E1,-7.360864800E1,1.440000000E1,1.862288889E1,3.033000000E2,3.000000000E1,5.700000000E1
2.571974130E2,4.547269000E1,-7.360884300E1,1.480000000E1,1.805700000E1,3.029000000E2,3.000000000E1,5.700000000E1
2.581800740E2,4.547277500E1,-7.360903100E1,1.590000000E1,1.749111111E1,3.027000000E2,3.000000000E1,5.700000000E1
2.591801419E2,4.547285000E1,-7.360919800E1,1.700000000E1,1.553622222E1,3.026000000E2,3.000000000E1,5.700000000E1
2.601721699E2,4.547291700E1,-7.360934700E1,1.790000000E1,1.389000000E1,3.025000000E2,3.000000000E1,5.700000000E1
2.611777630E2,4.547297400E1,-7.360947200E1,1.790000000E1,1.389000000E1,3.025000000E2,3.000000000E1,5.700000000E1
2.622691430E2,4.547302400E1,-7.360958100E1,1.880000000E1,9.414333333E0,3.029000000E2,3.000000000E1,5.700000000E1
2.632714859E2,4.547305800E1,-7.360965500E1,1.970000000E1,6.945000000E0,3.028000000E2,3.000000000E1,5.700000000E1
2.642622919E2,4.547307900E1,-7.360970200E1,2.060000000E1,4.424222222E0,3.027000000E2,3.000000000E1,5.700000000E1
2.652569530E2,4.547308900E1,-7.360972400E1,2.110000000E1,2.212111111E0,3.026000000E2,3.000000000E1,5.700000000E1
2.662611719E2,4.547309100E1,-7.360972800E1,2.170000000E1,2.572222222E-1,3.025000000E2,3.000000000E1,5.700000000E1
2.672432439E2,4.547309100E1,-7.360972900E1,2.240000000E1,0.000000000E0,3.025000000E2,3.000000000E1,5.700000000E1
2.682283549E2,4.547309200E1,-7.360973100E1,2.270000000E1,0.000000000E0,3.025000000E2,3.000000000E1,5.700000000E1
2.692322550E2,4.547309800E1,-7.360974400E1,2.320000000E1,1.131777778E0,3.025000000E2,3.000000000E1,5.700000000E1
2.702239790E2,4.547310300E1,-7.360975400E1,2.330000000E1,8.231111111E-1,3.014000000E2,3.000000000E1,5.700000000E1
2.712211080E2,4.547310500E1,-7.360976000E1,2.310000000E1,5.658888889E-1,3.009000000E2,3.000000000E1,5.700000000E1
2.722164960E2,4.547310500E1,-7.360976000E1,2.300000000E1,0.000000000E0,3.009000000E2,3.000000000E1,5.700000000E1
2.732132440E2,4.547310500E1,-7.360976100E1,2.290000000E1,0.000000000E0,3.009000000E2,3.000000000E1,5.700000000E1
2.742153239E2,4.547310500E1,-7.360976100E1,2.300000000E1,0.000000000E0,3.008000000E2,3.000000000E1,5.700000000E1
2.752067950E2,4.547310500E1,-7.360976100E1,2.310000000E1,0.000000000E0,3.008000000E2,3.000000000E1,5.700000000E1
2.761904900E2,4.547310500E1,-7.360976100E1,2.310000000E1,0.000000000E0,3.008000000E2,3.000000000E1,5.700000000E1
2.771935199E2,4.547310500E1,-7.360976100E1,2.310000000E1,0.000000000E0,3.009000000E2,1.000000000E1,1.900000000E1
2.781797520E2,4.547310500E1,-7.360976100E1,2.310000000E1,0.000000000E0,3.009000000E2,1.000000000E1,1.900000000E1
2.791864359E2,4.547310500E1,-7.360976100E1,2.310000000E1,0.000000000E0,3.010000000E2,1.000000000E1,1.900000000E1
2.801747999E2,4.547310500E1,-7.360976100E1,2.310000000E1,0.000000000E0,3.010000000E2,1.000000000E1,1.900000000E1
2.811783980E2,4.547310500E1,-7.360976100E1,2.310000000E1,0.000000000E0,3.010000000E2,1.000000000E1,1.900000000E1
2.822677679E2,4.547310500E1,-7.360976100E1,2.310000000E1,0.000000000E0,3.010000000E2,3.000000000E1,5.700000000E1
2.832634810E2,4.547310500E1,-7.360976100E1,2.310000000E1,0.000000000E0,3.010000000E2,3.000000000E1,5.700000000E1
2.842636399E2,4.547310500E1,-7.360976100E1,2.310000000E1,0.000000000E0,3.011000000E2,3.000000000E1,5.700000000E1
2.852641870E2,4.547310900E1,-7.360977000E1,2.310000000E1,5.658888889E-1,3.012000000E2,3.000000000E1,5.700000000E1
2.862428910E2,4.547311700E1,-7.360978900E1,2.290000000E1,1.646222222E0,3.012000000E2,3.000000000E1,5.700000000E1
2.872449479E2,4.547312700E1,-7.360981100E1,2.300000000E1,1.646222222E0,3.018000000E2,1.000000000E1,1.900000000E1
2.882452890E2,4.547313600E1,-7.360983300E1,2.320000000E1,1.954888889E0,3.023000000E2,1.000000000E1,1.900000000E1
2.892344919E2,4.547314300E1,-7.360984800E1,2.330000000E1,1.389000000E0,3.027000000E2,1.000000000E1,1.900000000E1
2.902294190E2,4.547314800E1,-7.360985800E1,2.340000000E1,8.231111111E-1,3.028000000E2,1.000000000E1,1.900000000E1
2.912367979E2,4.547315000E1,-7.360986300E1,2.350000000E1,5.658888889E-1,3.028000000E2,1.000000000E1,1.900000000E1
2.922301099E2,4.547315000E1,-7.360986400E1,2.330000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
2.932176570E2,4.547315000E1,-7.360986400E1,2.310000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
2.942161820E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
2.952039959E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
2.961931030E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
2.971978799E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
2.981938499E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
2.991909239E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.001768149E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.011810130E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.021773050E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.032701510E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.042561450E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.052602689E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.062453630E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.072415789E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.082360350E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.092379810E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.102283770E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.112236340E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.122241549E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.132245140E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.142112119E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.152038460E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.162001590E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.172073680E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.182003930E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.191891049E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.201914220E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.211922580E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.222647510E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.232731240E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.242634100E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.252570390E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.262551019E2,4.547315000E1,-7.360986400E1,2.300000000E1,0.000000000E0,3.028000000E2,1.000000000E1,1.900000000E1
3.272552390E2,4.547315400E1,-7.360987100E1,2.300000000E1,2.572222222E-1,3.030000000E2,1.000000000E1,1.900000000E1
3.282425760E2,4.547316700E1,-7.360989900E1,2.320000000E1,2.212111111E0,3.041000000E2,1.000000000E1,1.900000000E1
3.292429410E2,4.547318600E1,-7.360993900E1,2.340000000E1,3.601111111E0,3.053000000E2,1.000000000E1,1.900000000E1
3.302338090E2,4.547320800E1,-7.360998300E1,2.350000000E1,4.167000000E0,3.044000000E2,1.000000000E1,1.900000000E1
3.312356380E2,4.547322800E1,-7.361003100E1,2.360000000E1,4.167000000E0,2.981000000E2,1.000000000E1,1.900000000E1
3.322267109E2,4.547324200E1,-7.361009700E1,2.380000000E1,5.247333333E0,2.801000000E2,1.000000000E1,1.900000000E1
3.332239480E2,4.547324000E1,-7.361018300E1,2.390000000E1,6.121888889E0,2.516219940E2,1.000000000E1,1.900000000E1
3.342098349E2,4.547320600E1,-7.361026300E1,2.420000000E1,7.202222222E0,2.250965576E2,1.000000000E1,1.900000000E1
3.351894090E2,4.547314700E1,-7.361033900E1,2.440000000E1,8.591222222E0,2.137794342E2,1.000000000E1,1.900000000E1
3.362013249E2,4.547307500E1,-7.361041300E1,2.470000000E1,9.723000000E0,2.131798096E2,1.000000000E1,1.900000000E1
3.371999819E2,4.547299800E1,-7.361048200E1,2.530000000E1,9.980222222E0,2.133356781E2,3.000000000E1,5.700000000E1
3.381979649E2,4.547292700E1,-7.361053800E1,2.570000000E1,9.157111111E0,2.131117859E2,3.000000000E1,5.700000000E1
